Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Matches,Season,League,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,xA,A-xAG,KP,1/3,PPA,CrsPA,SCA,SCA90,PassLive,PassDead,TO,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Tkl%,Lost,Blocks,Pass,Int,Tkl+Int,Clr,Err,Touches,Def Pen,Att Pen,Live,Succ,Succ%,Tkld,Tkld%,Carries,CPA,Mis,Dis,Rec,2CrdY,Fls,Off,Crs,PKwon,PKcon,OG,Recov,Won,Won%,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKA,PKsv,PKm,Save%.1,CK,PSxG,PSxG/SoT,PSxG+/-,/90,Thr,Launch%,AvgLen,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Dead,TB,Sw,TI,In,Out,Str,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1
1,Charlie Adam,sct SCO,MF,Reading,33,1985,21,8,782,8.7,2,1,3,1,1,1,4,0,2.4,1.6,1.8,3.4,14,74,22,0.23,0.12,0.35,0.12,0.23,0.27,0.21,0.48,0.18,0.39,Matches,2019-2020,England2,23,6,26.1,2.65,0.69,0.04,0.17,27.8,2,0.07,-0.4,-0.6,368,572,64.3,9067,2940,101,115,87.8,155,218,71.1,109,214,50.9,1.5,-0.8,15,54,9,3,38,4.37,20,11,4,1,0,3,0.34,2,1,0,0,0,0,15,12,9,4,2,6,40.0,9,5,3,11,26,13,0,669,17,13,668,18,81.8,4,18.2,354,1,18,9,397,0,22,0,66,0,0,0,76,14,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,0,28,6,20,14,0,37,18.9,69,1,13,18,12,1.29,15,9,+6,+0.69,+0.82,15.5,13.7,+1.8,+0.21,+0.48
2,Tosin Adarabioyo,eng ENG,DF,Blackburn,21,1997,34,33,2966,33.0,3,1,4,3,0,0,0,0,1.4,1.4,0.2,1.6,11,69,7,0.09,0.03,0.12,0.09,0.12,0.04,0.01,0.05,0.04,0.05,Matches,2019-2020,England2,18,8,44.4,0.55,0.24,0.17,0.38,12.4,0,0.08,+1.6,+1.6,1363,1705,79.9,30161,12763,352,420,83.8,747,847,88.2,252,393,64.1,0.4,+0.8,7,65,0,0,22,0.67,18,0,0,1,0,3,0.09,1,0,0,1,1,0,30,17,19,8,3,7,36.8,12,30,4,64,94,166,1,2031,249,28,2031,10,83.3,2,16.7,1028,1,13,7,1191,0,11,0,1,0,2,0,192,108,70.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,0,25,13,0,0,0,87,71.6,89,32,1,24,2,1.38,48,44,+4,+0.12,+0.20,37.6,43.2,-5.6,-0.17,-0.12
3,Albert Adomah,gh GHA,FW,Cardiff City,31,1987,9,9,733,8.1,0,2,2,0,0,0,2,0,1.2,1.2,0.9,2.1,37,15,53,0.00,0.25,0.25,0.00,0.25,0.15,0.11,0.25,0.15,0.25,Matches,2019-2020,England2,11,5,45.5,1.35,0.61,0.00,0.00,16.7,0,0.11,-1.2,-1.2,145,223,65.0,1883,602,98,119,82.4,31,53,58.5,9,26,34.6,0.9,+1.1,7,6,14,6,27,3.32,19,0,1,4,0,2,0.25,2,0,0,0,0,0,17,8,9,4,4,4,33.3,8,10,9,3,20,3,0,314,8,21,314,15,83.3,3,16.7,226,4,24,20,207,0,13,1,40,0,0,0,50,6,28.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,3,0,0,0,81,17.7,81,5,0,,0,2.00,10,6,+4,+0.49,+0.33,8.3,7.7,+0.6,+0.08,+0.16
4,Albert Adomah,gh GHA,"FW,MF",Nott'ham Forest,31,1987,24,5,612,6.8,2,1,3,2,0,0,2,0,1.4,1.4,1.1,2.4,29,18,46,0.29,0.15,0.44,0.29,0.44,0.20,0.16,0.36,0.20,0.36,Matches,2019-2020,England2,11,5,45.5,1.35,0.61,0.00,0.00,16.7,0,0.11,-1.2,-1.2,145,223,65.0,1883,602,98,119,82.4,31,53,58.5,9,26,34.6,0.9,+1.1,7,6,14,6,27,3.32,19,0,1,4,0,2,0.25,2,0,0,0,0,0,17,8,9,4,4,4,33.3,8,10,9,3,20,3,0,314,8,21,314,15,83.3,3,16.7,226,4,24,20,207,0,13,1,40,0,0,0,50,6,28.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,3,0,0,0,81,17.7,81,5,0,,0,2.00,10,6,+4,+0.49,+0.33,8.3,7.7,+0.6,+0.08,+0.16
5,Benik Afobe,cd COD,FW,Stoke City,26,1993,1,1,70,0.8,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,3,0,7,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.09,0.09,0.09,Matches,2019-2020,England2,1,0,0.0,1.29,0.00,0.00,,10.3,0,0.07,-0.1,-0.1,4,10,40.0,109,1,2,4,50.0,1,4,25.0,1,1,100.0,0.0,0.0,0,0,0,0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,16,0,3,16,0,,0,,11,1,2,2,13,0,0,0,4,0,0,0,0,2,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0,0,0,70,1.7,70,0,0,,0,0.00,0,2,-2,-2.57,-2.48,0.4,1.6,-1.3,-1.61,-1.72
6,Benik Afobe,cd COD,FW,Bristol City,26,1993,12,8,739,8.2,3,0,3,2,1,1,0,0,4.2,3.4,0.3,3.7,12,10,49,0.37,0.00,0.37,0.24,0.24,0.51,0.04,0.55,0.41,0.45,Matches,2019-2020,England2,1,0,0.0,1.29,0.00,0.00,,10.3,0,0.07,-0.1,-0.1,4,10,40.0,109,1,2,4,50.0,1,4,25.0,1,1,100.0,0.0,0.0,0,0,0,0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,16,0,3,16,0,,0,,11,1,2,2,13,0,0,0,4,0,0,0,0,2,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0,0,0,70,1.7,70,0,0,,0,0.00,0,2,-2,-2.57,-2.48,0.4,1.6,-1.3,-1.61,-1.72
7,Semi Ajayi,ng NGA,DF,West Brom,25,1993,43,42,3783,42.0,5,0,5,5,0,0,5,0,4.1,4.1,0.3,4.4,19,125,7,0.12,0.00,0.12,0.12,0.12,0.10,0.01,0.10,0.10,0.10,Matches,2019-2020,England2,25,7,28.0,0.59,0.17,0.20,0.71,10.0,0,0.16,+0.9,+0.9,1473,1810,81.4,30963,11513,377,462,81.6,880,981,89.7,202,324,62.3,0.6,-0.3,6,110,7,4,27,0.64,24,0,2,0,0,2,0.05,2,0,0,0,0,0,46,35,32,14,0,12,48.0,13,36,10,41,87,139,3,2173,212,35,2173,13,68.4,6,31.6,1155,2,16,14,1223,0,40,0,6,0,1,1,231,157,70.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,1,18,6,0,0,0,88,91.4,90,42,1,3,2,1.86,69,40,+29,+0.69,-0.07,68.1,46.6,+21.5,+0.51,-0.35
8,Ezgjan Alioski,mk MKD,"DF,MF",Leeds United,27,1992,39,21,2262,25.1,5,3,8,5,0,0,8,0,6.7,6.7,4.9,11.6,53,130,186,0.20,0.12,0.32,0.20,0.32,0.27,0.19,0.46,0.27,0.46,Matches,2019-2020,England2,59,15,25.4,2.35,0.60,0.08,0.33,17.8,2,0.11,-1.7,-1.7,1080,1410,76.6,16556,6766,640,722,88.6,361,459,78.6,62,149,41.6,3.9,-1.9,44,69,46,14,77,3.06,62,0,3,2,3,7,0.28,5,0,1,1,0,0,63,36,38,18,7,25,41.0,36,20,20,30,93,45,0,1727,47,78,1727,13,54.2,11,45.8,724,8,38,30,1054,0,38,8,82,0,1,0,107,46,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237,1,11,224,0,0,0,58,54.6,82,15,18,30,5,1.90,41,26,+15,+0.60,-0.70,47.0,25.2,+21.8,+0.87,-0.44
9,Joe Allen,wls WAL,MF,Stoke City,29,1990,35,34,2938,32.6,4,2,6,4,0,0,5,1,3.9,3.9,1.5,5.5,45,146,66,0.12,0.06,0.18,0.12,0.18,0.12,0.05,0.17,0.12,0.17,Matches,2019-2020,England2,33,9,27.3,1.01,0.28,0.12,0.44,17.8,0,0.12,+0.1,+0.1,1046,1284,81.5,17039,3902,526,619,85.0,408,466,87.6,83,117,70.9,1.6,+0.5,24,96,26,2,76,2.33,53,4,3,7,4,10,0.31,6,0,1,2,1,0,83,49,22,52,9,19,37.3,32,23,16,66,149,30,0,1646,49,45,1646,19,59.4,13,40.6,781,12,58,36,901,0,38,0,16,0,0,0,215,43,41.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,1,5,5,0,0,0,84,71.0,86,30,1,18,0,1.17,45,45,0,0.00,+0.45,44.8,37.4,+7.4,+0.23,+0.51
10,Sone Aluko,ng NGA,"FW,MF",Reading,30,1989,2,0,41,0.5,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.3,1,4,4,0.00,0.00,0.00,0.00,0.00,0.46,0.09,0.55,0.46,0.55,Matches,2019-2020,England2,3,0,0.0,6.59,0.00,0.00,,16.3,0,0.07,-0.2,-0.2,11,16,68.8,178,55,5,7,71.4,5,8,62.5,1,1,100.0,0.0,0.0,1,0,1,0,5,10.98,3,0,1,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,1,0,23,0,2,23,2,100.0,0,0.0,12,0,3,0,17,0,1,0,2,0,0,0,1,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,21,1.0,,0,2,21,0,0.50,0,1,-1,-2.20,-2.24,0.8,0.5,+0.4,+0.81,+1.00
